fold,n_pairs,repeat,selected_pair_indices,train_pairs,val_pairs,dataset1,dataset2,sample_len,recon_train_A375_r2,recon_train_A375_pearson,recon_train_A375_mse,recon_train_A375_spearman,recon_train_A375_pseudo_acc,recon_train_HT29_r2,recon_train_HT29_pearson,recon_train_HT29_mse,recon_train_HT29_spearman,recon_train_HT29_pseudo_acc,recon_train_mean_pearson,recon_train_mean_spearman,recon_train_mean_pseudo_acc,recon_test_A375_r2,recon_test_A375_pearson,recon_test_A375_mse,recon_test_A375_spearman,recon_test_A375_pseudo_acc,recon_test_HT29_r2,recon_test_HT29_pearson,recon_test_HT29_mse,recon_test_HT29_spearman,recon_test_HT29_pseudo_acc,recon_test_mean_pearson,recon_test_mean_spearman,recon_test_mean_pseudo_acc,translation_train_A375_to_HT29_r2,translation_train_A375_to_HT29_pearson,translation_train_A375_to_HT29_mse,translation_train_A375_to_HT29_spearman,translation_train_A375_to_HT29_pseudo_acc,translation_train_HT29_to_A375_r2,translation_train_HT29_to_A375_pearson,translation_train_HT29_to_A375_mse,translation_train_HT29_to_A375_spearman,translation_train_HT29_to_A375_pseudo_acc,translation_train_direct_A375_as_HT29_r2,translation_train_direct_A375_as_HT29_pearson,translation_train_direct_A375_as_HT29_mse,translation_train_direct_A375_as_HT29_spearman,translation_train_direct_A375_as_HT29_pseudo_acc,translation_train_direct_HT29_as_A375_r2,translation_train_direct_HT29_as_A375_pearson,translation_train_direct_HT29_as_A375_mse,translation_train_direct_HT29_as_A375_spearman,translation_train_direct_HT29_as_A375_pseudo_acc,translation_train_mean_pearson,translation_train_mean_spearman,translation_train_mean_pseudo_acc,translation_train_direct_mean_pearson,translation_train_direct_mean_spearman,translation_train_direct_mean_pseudo_acc,translation_test_A375_to_HT29_r2,translation_test_A375_to_HT29_pearson,translation_test_A375_to_HT29_mse,translation_test_A375_to_HT29_spearman,translation_test_A375_to_HT29_pseudo_acc,translation_test_HT29_to_A375_r2,translation_test_HT29_to_A375_pearson,translation_test_HT29_to_A375_mse,translation_test_HT29_to_A375_spearman,translation_test_HT29_to_A375_pseudo_acc,translation_test_direct_A375_as_HT29_r2,translation_test_direct_A375_as_HT29_pearson,translation_test_direct_A375_as_HT29_mse,translation_test_direct_A375_as_HT29_spearman,translation_test_direct_A375_as_HT29_pseudo_acc,translation_test_direct_HT29_as_A375_r2,translation_test_direct_HT29_as_A375_pearson,translation_test_direct_HT29_as_A375_mse,translation_test_direct_HT29_as_A375_spearman,translation_test_direct_HT29_as_A375_pseudo_acc,translation_test_mean_pearson,translation_test_mean_spearman,translation_test_mean_pseudo_acc,translation_test_direct_mean_pearson,translation_test_direct_mean_spearman,translation_test_direct_mean_pseudo_acc,class_f1,class_acc
0,1,0,241,1,76,A375,HT29,sample_len1968,0.7802753448486328,0.9220317602157592,0.5131585597991943,0.8564759830757707,0.8454286523633795,0.8189086318016052,0.9291057586669922,0.3842377960681915,0.8754335000717087,0.8595665732078578,0.9255687594413756,0.8659547415737396,0.8524976127856186,0.2750566601753235,0.7889502048492432,1.1994537115097046,0.7349784813022032,0.7776510363679338,0.3917902708053589,0.8097109794616699,1.0814231634140017,0.7483692764666905,0.7875629439057106,0.7993305921554565,0.7416738788844468,0.7826069901368222,0.917965292930603,0.9818952679634094,0.2301880121231079,0.9695120150971804,0.9202453987730062,0.7864178419113159,0.9486571550369264,0.3159752786159515,0.9186529367781584,0.8773006134969326,-0.5917707681655884,0.4116258025169372,3.8694944381713863,0.3762704763572792,0.6073619631901841,0.0344532132148742,0.4116258025169372,3.8694944381713863,0.3762704763572793,0.6073619631901841,0.9652762115001678,0.9440824759376694,0.8987730061349694,0.4116258025169372,0.3762704763572793,0.6073619631901841,-2.856793165206909,0.1758356243371963,3.843797445297241,0.1534755285516156,0.54903939296093,-2.294506311416626,0.2945417463779449,3.4432461261749268,0.2494292971801109,0.5787321063394684,-0.0952275991439819,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,-0.1024224758148193,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,0.2351886853575706,0.2014524128658633,0.5638857496501992,0.4505968987941742,0.3974617553795755,0.6376062856527823,1.0,1.0
0,1,1,64,1,76,A375,HT29,sample_len1968,0.8020021915435791,0.9223528504371644,0.4989372789859772,0.8570364023299376,0.8450134457107601,0.825730562210083,0.9285537600517272,0.3826600015163421,0.8749994028638186,0.8595920199132036,0.9254533052444458,0.8660179025968782,0.8523027328119819,0.3353220224380493,0.7894006967544556,1.1884688138961792,0.7361049835101262,0.7783241360175108,0.4232915639877319,0.8081923723220825,1.082959771156311,0.7479396951836094,0.7869032697847265,0.798796534538269,0.7420223393468678,0.7826137029011186,0.9314160943031312,0.981840968132019,0.1327700316905975,0.978183032754154,0.9376278118609408,0.9081448316574096,0.9916108846664428,0.3149421215057373,0.9898335241194112,0.9519427402862984,0.2201325297355651,0.5073398351669312,4.281070232391357,0.5158023487235115,0.6912065439672802,-0.6372808218002319,0.5073398351669312,4.281070232391357,0.5158023487235115,0.6912065439672802,0.986725926399231,0.9840082784367826,0.9447852760736196,0.5073398351669312,0.5158023487235115,0.6912065439672802,-3.3963723182678223,0.2340896874666214,3.52282190322876,0.1669383260034171,0.5462813475406307,-1.4681179523468018,0.2070674300193786,4.22081995010376,0.1798638096066587,0.561484232052524,-0.0952275991439819,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,-0.1024224758148193,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,0.220578558743,0.1734010678050379,0.5538827897965773,0.4505968987941742,0.3974617553795755,0.6376062856527823,1.0,1.0
0,1,2,159,1,76,A375,HT29,sample_len1968,0.8217933177947998,0.9252798557281494,0.4744804799556732,0.8604790561487516,0.8480925716813541,0.8254054188728333,0.9327380657196044,0.3673783540725708,0.8799298115942035,0.8622639239744978,0.929008960723877,0.8702044338714776,0.855178247827926,0.3730617761611938,0.7920272350311279,1.1728469133377075,0.7384526461372631,0.7786221496028198,0.3823275566101074,0.8095756769180298,1.08370840549469,0.7513392033913701,0.7883820392725993,0.8008014559745789,0.7448959247643165,0.7835020944377096,0.9117394089698792,0.9824098348617554,0.1870622783899307,0.9773060212173396,0.9447852760736196,-0.1792176961898803,0.8547510504722595,0.346885621547699,0.8292272041702575,0.8292433537832311,-2.753436326980591,0.1350212842226028,3.6078052520751953,0.1614307551792713,0.5572597137014315,-0.1592903137207031,0.1350212842226028,3.6078052520751953,0.1614307551792713,0.5572597137014315,0.9185804426670074,0.9032666126937986,0.8870143149284253,0.1350212842226028,0.1614307551792713,0.5572597137014315,-3.654110431671143,0.2237899601459503,3.5331313610076904,0.1918646341121421,0.5610671617694541,-1.876849889755249,0.2652303278446197,3.679884195327759,0.2112749863361348,0.569408567430847,-0.0952275991439819,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,-0.1024224758148193,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,0.244510143995285,0.2015698102241385,0.5652378646001506,0.4505968987941742,0.3974617553795755,0.6376062856527823,1.0,1.0
0,1,3,309,1,76,A375,HT29,sample_len1968,0.8135548830032349,0.9237958192825316,0.4854532480239868,0.8577333418278511,0.8460456416883001,0.823646068572998,0.9291462302207948,0.3811271488666534,0.8761307033033523,0.8601634141150561,0.9264710247516632,0.8669320225656016,0.8531045279016781,0.3564262986183166,0.7900922894477844,1.1831538677215576,0.7347753717159351,0.7767056139593674,0.4030854105949402,0.8095547556877136,1.0799431800842283,0.7495955048733717,0.7884864876750884,0.799823522567749,0.7421854382946533,0.7825960508172279,0.877634584903717,0.9773092865943908,0.1728077679872512,0.9792496063463688,0.943762781186094,0.6826808452606201,0.9515613317489624,0.3054967820644378,0.9392654724327694,0.9028629856850716,-0.5373059511184692,0.2839938104152679,2.999281406402588,0.3636657477550752,0.6462167689161554,-0.3469345569610595,0.2839938104152679,2.999281406402588,0.3636657477550752,0.6462167689161554,0.9644353091716766,0.959257539389569,0.9233128834355828,0.2839938104152679,0.3636657477550752,0.6462167689161554,-3.348158359527588,0.2683640718460083,3.397479057312012,0.2294868192044492,0.5726778602949091,-1.2145206928253174,0.2750766575336456,3.9235105514526367,0.2239396005602059,0.5737138090625337,-0.0952275991439819,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,-0.1024224758148193,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,0.2717203646898269,0.2267132098823276,0.5731958346787214,0.4505968987941742,0.3974617553795755,0.6376062856527823,1.0,1.0
0,1,4,46,1,76,A375,HT29,sample_len1968,0.7952045798301697,0.921150267124176,0.5079335570335388,0.8559835370120211,0.8452113479470554,0.8234055042266846,0.929438591003418,0.381070464849472,0.8763663178354423,0.8601958008309506,0.925294429063797,0.8661749274237317,0.852703574389003,0.3166942000389099,0.7877692580223083,1.1979012489318848,0.7346253058135711,0.777794904995324,0.3917409181594848,0.8078075051307678,1.0894358158111572,0.7477803403003093,0.7874090199441476,0.7977883815765381,0.7412028230569402,0.7826019624697358,0.9796386361122132,0.9948288798332214,0.0878329873085022,0.9926606375020542,0.9683026584867076,0.9453786611557008,0.9885373115539552,0.1995599418878555,0.9842302637238964,0.9447852760736196,0.4064322710037231,0.7097857594490051,2.952442169189453,0.6541491419526864,0.7464212678936605,0.4292320013046264,0.7097857594490051,2.952442169189453,0.6541491419526864,0.7464212678936605,0.9916830956935884,0.9884454506129752,0.9565439672801636,0.7097857594490051,0.6541491419526864,0.7464212678936605,-1.303799390792847,0.3708355724811554,3.270320415496826,0.2911058417622166,0.5971639220751264,-1.672006130218506,0.181292250752449,4.263677597045898,0.159367369107557,0.5519319771822194,-0.0952275991439819,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,-0.1024224758148193,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,0.2760639116168022,0.2252366054348868,0.574547949628673,0.4505968987941742,0.3974617553795755,0.6376062856527823,1.0,1.0
0,1,5,0,1,76,A375,HT29,sample_len1968,0.7951785326004028,0.922161102294922,0.5029868483543396,0.8563409389964907,0.8445283912100364,0.8222450613975525,0.9291804432868958,0.38161700963974,0.8765541037500865,0.8602605742627396,0.9256707727909088,0.8664475213732885,0.8523944827363881,0.3130466938018799,0.7886494994163513,1.194598913192749,0.7344420501484997,0.7767929627688545,0.4035028219223022,0.8092639446258545,1.0811383724212646,0.7499483137300388,0.7877113705829322,0.7989567220211029,0.7421951819392693,0.7822521666758933,0.8491126894950867,0.9547173380851746,0.2169185876846313,0.953036613320263,0.8997955010224948,0.7999276518821716,0.9655776023864746,0.3397450745105743,0.9600749496835382,0.9049079754601228,0.0350507497787475,0.4378401339054107,2.896068811416626,0.4434911144855075,0.6728016359918201,-0.3886048793792724,0.4378401339054107,2.896068811416626,0.4434911144855075,0.6728016359918201,0.9601474702358246,0.9565557815019006,0.9023517382413088,0.4378401339054107,0.4434911144855075,0.6728016359918201,-2.54398250579834,0.3058975040912628,3.3339715003967285,0.2623303536726332,0.5875443978043268,-1.254835605621338,0.3538512289524078,3.4048619270324707,0.3020711013265327,0.5983478635238404,-0.0952275991439819,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,-0.1024224758148193,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,0.3298743665218353,0.2822007274995829,0.5929461306640835,0.4505968987941742,0.3974617553795755,0.6376062856527823,1.0,1.0
0,1,6,100,1,76,A375,HT29,sample_len1968,0.8221887946128845,0.9226182103157043,0.4897802472114563,0.8574148815691085,0.8456711796137414,0.8264940977096558,0.9288836121559144,0.381427526473999,0.8745321200798619,0.859402326291536,0.9257509112358092,0.8659735008244852,0.8525367529526386,0.3864806294441223,0.7882840633392334,1.190143346786499,0.7353547475129917,0.7773889899394726,0.4072017073631286,0.8079397678375244,1.086275935173035,0.7483136076124136,0.7871341557270708,0.7981119155883789,0.7418341775627026,0.7822615728332717,0.9536384344100952,0.989686131477356,0.1338919848203659,0.9840908822610566,0.952965235173824,0.8676536083221436,0.986739218235016,0.3420609831809997,0.9726867172725868,0.9233128834355828,0.3136587142944336,0.6328690648078918,3.0549769401550293,0.543394497297057,0.6738241308793456,0.200739324092865,0.6328690648078918,3.0549769401550293,0.543394497297057,0.6738241308793456,0.988212674856186,0.9783887997668216,0.9381390593047034,0.6328690648078918,0.543394497297057,0.6738241308793456,-3.3508310317993164,0.1783396154642105,3.7453277111053462,0.1763290674436248,0.5636233989882681,-1.1002297401428225,0.2286936044692993,4.371517181396484,0.2079926431942004,0.5656818426434184,-0.0952275991439819,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,-0.1024224758148193,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,0.2035166099667549,0.1921608553189126,0.5646526208158432,0.4505968987941742,0.3974617553795755,0.6376062856527823,1.0,1.0
0,1,7,298,1,76,A375,HT29,sample_len1968,0.8075632452964783,0.9224686622619628,0.4945001006126404,0.8568955107140563,0.8454907393394723,0.8274415731430054,0.9275075197219848,0.3875098824501037,0.8747900007014561,0.8586875052050079,0.924988090991974,0.8658427557077562,0.8520891222722401,0.3318295478820801,0.7905851006507874,1.1836414337158203,0.736511662471268,0.7779490499532427,0.4261965155601501,0.8073582649230957,1.0864064693450928,0.7475211353176889,0.7872825824042923,0.7989716827869415,0.7420163988944785,0.7826158161787675,0.9210230708122252,0.9877203702926636,0.3306251466274261,0.977985465912764,0.9314928425357872,0.5769622325897217,0.8886657357215881,0.3919063806533813,0.8697613109438016,0.8394683026584867,-1.9906716346740725,0.4468550980091095,5.035731315612793,0.4410293605736544,0.6421267893660532,0.1934987902641296,0.4468550980091095,5.035731315612793,0.4410293605736544,0.6421267893660532,0.938193053007126,0.9238733884282828,0.8854805725971371,0.4468550980091095,0.4410293605736544,0.6421267893660532,-1.6055173873901367,0.2139749228954315,4.063371658325195,0.1575452376466971,0.5491739317619202,-1.7199647426605225,0.2619972825050354,3.7507364749908447,0.2250721113668059,0.5719244430093638,-0.0952275991439819,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,-0.1024224758148193,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,0.2379861027002334,0.1913086745067515,0.5605491873856421,0.4505968987941742,0.3974617553795755,0.6376062856527823,1.0,1.0
0,1,8,231,1,76,A375,HT29,sample_len1968,0.7942698001861572,0.9238454699516296,0.4962689280509949,0.8588831914861348,0.8467906854014117,0.8448625802993774,0.9310097694396972,0.3665254116058349,0.8783618292413006,0.8621089304055742,0.9274276196956636,0.8686225103637177,0.854449807903493,0.3002844452857971,0.7910537719726562,1.1864122152328491,0.7373836283979512,0.7791308279639506,0.4572009444236755,0.8101804256439209,1.070447564125061,0.7507070165975909,0.7887338654704577,0.8006170988082886,0.744045322497771,0.7839323467172041,0.8258122205734253,0.9651519656181335,0.2145977616310119,0.941215725204523,0.8967280163599182,0.7102597951889038,0.9480535984039308,0.3198771476745605,0.9139124678637588,0.8752556237218814,-0.1156082153320312,0.4343290627002716,2.3529458045959477,0.3968226810685724,0.6451942740286298,-0.1478680372238159,0.4343290627002716,2.3529458045959477,0.3968226810685724,0.6451942740286298,0.956602782011032,0.927564096534141,0.8859918200408998,0.4343290627002716,0.3968226810685724,0.6451942740286298,-3.1582260131835938,0.2755060195922851,3.387681722640991,0.2151739872673957,0.5677671940587665,-1.982332706451416,0.2671006917953491,3.639284610748291,0.2310260528858819,0.5761489613604563,-0.0952275991439819,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,-0.1024224758148193,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,0.2713033556938171,0.2231000200766388,0.5719580777096114,0.4505968987941742,0.3974617553795755,0.6376062856527823,1.0,1.0
0,1,9,50,1,76,A375,HT29,sample_len1968,0.8008849024772644,0.91923189163208,0.5145846009254456,0.8520373256049575,0.8422932600707016,0.8246071934700012,0.9284640550613404,0.3844755887985229,0.87443359684591,0.8587615319841951,0.9238479733467102,0.8632354612254338,0.8505273960274484,0.3269801735877991,0.7872087359428406,1.1991016864776611,0.7321582894440165,0.7757190862286895,0.4137877225875854,0.8071421980857849,1.0889513492584229,0.7457277505686238,0.7854959649932933,0.7971754670143127,0.7389430200063202,0.7806075256109914,0.987729787826538,0.9952899217605592,0.0636691600084304,0.9937689540006964,0.9652351738241308,0.982748568058014,0.9939778447151184,0.1054524779319763,0.9928635280392548,0.9601226993865032,0.4364608526229858,0.6975536942481995,3.9166061878204346,0.6523887817568157,0.7525562372188139,0.3137942552566528,0.6975536942481995,3.9166061878204346,0.6523887817568157,0.7525562372188139,0.9946338832378387,0.9933162410199756,0.962678936605317,0.6975536942481995,0.6523887817568157,0.7525562372188139,-1.4998626708984375,0.2742336988449096,3.745965242385864,0.2171916281394369,0.5678075556990636,-1.5058951377868652,0.1776985228061676,4.405747890472412,0.1674103333633398,0.5584974706705413,-0.0952275991439819,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,-0.1024224758148193,0.4505968987941742,3.862845897674561,0.3974617553795755,0.6376062856527823,0.2259661108255386,0.1923009807513883,0.5631525131848025,0.4505968987941742,0.3974617553795755,0.6376062856527823,1.0,1.0
